word_id	en_hw	page	seq_on_page	enwk_part_of_speech	tt_param1	seq_in_param1	keep
DIB8795335	drunk	drunk	1	Adjective	intoxicated after drinking too much alcohol	1	y
DIB8795740	although	although	1	Conjunction	in spite of the fact that	1	y
DIB8800436	red	red/translations	1	Adjective	having red as its colour	1	y
DIB8811578	anti-inflammatory	anti-inflammatory	2	Adjective	preventing or counteracting inflammation	1	y
DIB8813161	consider	consider	3	Verb	assign some quality to	1	y
DIB8820854	verify	verify	2	Verb	to confirm or test the truth or accuracy of something	1	y
DIB8830490	ham	ham	3	Noun	thigh of a hog cured for food	1	y
DIB8835039	wine	wine	1	Noun	alcoholic beverage made from grapes	1	y
DIB8839925	dinner	dinner	1	Noun	evening meal	1	y
DIB8841000	at	at	1	Preposition	in or very near a particular place	1	y
DIB8843302	Poland	Poland	1	Proper noun	id=Q36	1	y
DIB8847664	lend	lend	1	Verb	to allow to be used temporarily	1	y
DIB8849717	open	open	12	Verb	to make something accessible	1	yp
DIB8852044	die	die/translations	1	Verb	to stop living	1	y
DIB8861043	cook	cook	1	Noun	person who prepares food	1	y
DIB8865821	Baltic Sea	Baltic Sea	1	Proper noun	a sea	1	y
DIB8866177	to	to	3	Conjunction	in order to	1	y
DIB8868664	self-confident	self-confident	1	Adjective	confident in one's abilities	1	y
DIB8872880	caring	caring	1	Adjective	kind, sensitive, empathetic	1	y
DIB8878008	daily	daily	4	Adverb	every day	1	y
DIB8887181	publish	publish	2	Verb	to issue something (usually printed work) for sale and distribution	1	y
DIB8888520	responsibility	responsibility	1	Noun	the state of being responsible	1	y
DIB8895717	shower	shower	2	Noun	device for bathing	1	y
DIB8896135	climb	climb	1	Verb	to ascend, to go up	1	y
DIB8899218	I'm sorry	I'm sorry	1	Phrase	I'm sorry, I apologize	1	y
DIB8901108	promotion	promotion	1	Noun	advancement in position	1	y
DIB8905795	caffeine	caffeine	1	Noun	alkaloid found naturally in tea and coffee plants	1	y
DIB8906074	be	be/translations	15	Verb	to occupy a place	1	y
DIB8909229	hairdresser	hairdresser	1	Noun	professional for haircutting or hairstyling	1	y
DIB8913185	lock out	lock out	1	Verb	inadvertently prevent from entering a place	1	y
DIB8918230	fun	fun	3	Adjective	enjoyable, amusing	1	y
DIB8918313	business	business	1	Noun	commercial enterprise or establishment	1	y
DIB8920016	ambulance	ambulance	1	Noun	emergency vehicle	1	y
DIB8921613	garbage	garbage	1	Noun	waste material	1	y
DIB8923253	live	live	2	Verb	have permanent residence	1	y
DIB8924586	win	win	4	Verb	intransitive: achieve by winning	1	y
DIB8926271	good night	good night	1	Phrase	a farewell	1	y
DIB8926936	son-in-law	son-in-law	1	Noun	son-in-law	1	y
DIB8932704	carpool	carpool	1	Noun	arrangement	1	y
DIB8934867	escape	escape	2	Verb	to avoid (any unpleasant person or thing); to elude, get away from	1	y
DIB8937512	compare	compare	1	Verb	to assess the similarities between two things or between one thing and another	1	y
DIB8941079	depressed	depressed	1	Adjective	severely despondent and unhappy	1	y
DIB8946591	good afternoon	good afternoon	1	Phrase	greeting said in the afternoon	1	y
DIB8953410	cajole	cajole	1	Verb	to encourage or persuade by effort	1	y
DIB8959961	better	better	2	Adverb	comparative of the adverb ''well''	1	y
DIB8961216	tough	tough	2	Adjective	rugged or physically hardy	1	y
DIB8962041	wobbly	wobbly	1	Adjective	unsteady and tending to wobble	1	y
DIB8963850	demarcate	demarcate	1	Verb	mark the limits or boundaries of something	1	y
DIB8965070	serious	serious	1	Adjective	without humor or expression of happiness	1	y
DIB8965070	serious	serious	2	Adjective	important; weighty; not trifling; leaving no room for play	1	y
DIB8965070	serious	serious	3	Adjective	really intending what is said; being in earnest	1	y
DIB8966404	sore	sore	1	Adjective	causing pain	1	y
DIB8967790	broad	broad	1	Adjective	having a specified width	1	y
DIB8972576	library	library	1	Noun	institution which holds books, etc.	1	yp
DIB8981505	sunglasses	sunglasses	1	Noun	tinted glasses worn to protect the eyes from the sun	1	y
DIB8992777	angry	angry	1	Adjective	displaying anger	1	y
DIB8998221	European Union	European Union	1	Proper noun	id=Q458	1	y
DIB9000690	punched pocket	punched pocket	1	Noun		1	y
DIB9002493	temp	temp	2	Verb	to work as a temporary employee	1	y
DIB9011170	crown	crown	1	Noun	royal headdress	1	y
DIB9013772	tipsy	tipsy	1	Adjective	slightly drunk	1	y
DIB9018838	you	you/translations	3	Pronoun	subject pronoun: the group being addressed	1	y
DIB9020371	cut	cut	2	Verb	to divide with a sharp instrument	1	y
DIB9023537	consider	consider	1	Verb	think about seriously	1	y
DIB9032188	motorcycle	motorcycle	1	Noun	open-seated motor vehicle with handlebars instead of a steering wheel	1	y
DIB9043470	present	present	3	Noun	current time	1	y
DIB9044508	piano	piano	1	Noun	a keyboard musical instrument	1	y
DIB9046331	afternoon	afternoon	1	Noun	part of the day between noon and evening	1	y
DIB9053585	toilet paper	toilet paper	1	Noun	paper to clean oneself after defecation or urination	1	y
DIB9058570	relaxation	relaxation	1	Noun	act of relaxing or the state of being relaxed	1	y
DIB9070488	thirteen	thirteen	1	Numeral	the cardinal number occurring after twelve and before fourteen	1	y
DIB9072526	hail	hail	2	Verb	to fall from the sky, of hail	1	y
DIB9073973	toast	toast	1	Noun	toasted bread	1	y
DIB9080145	thought	thought	1	Noun	representation created in the mind	1	y
DIB9081967	taxi	taxi	1	Noun	vehicle available for public hire	1	y
DIB9082522	kick	kick	1	Verb	strike with or raise the foot or leg	1	y
DIB9085155	salary	salary	1	Noun	fixed amount of money paid on monthly or annual basis	1	y
DIB9088704	relaxing	relaxing	1	Adjective	allowing one to relax	1	y
DIB9090902	guess	guess	1	Verb	to reach an unconfirmed conclusion	1	y
DIB9091640	slowly	slowly	1	Adverb	at a slow pace	1	y
DIB9097478	isolate	isolate	1	Verb	transitive: to set apart or cut off from others	1	y
DIB9102952	indeed	indeed	1	Adverb	modal: truly; in fact; actually	1	y
DIB9103569	what is your name	what is your name	1	Phrase	what is your name?	1	y
DIB9103744	violin	violin	1	Noun	string instrument	1	y
DIB9109261	Austria	Austria	1	Proper noun	id=Q40	1	y
DIB9114286	picture	picture	1	Noun	representation of visible reality produced by drawing, etc	1	y
DIB9117344	voter	voter	1	Noun	one who votes	1	y
DIB9123887	before	before	1	Preposition	earlier than	1	y
DIB9128333	hand in	hand in	1	Verb	to give to a responsible person	1	y
DIB9128791	get	get	16	Verb	colloquial: to understand	1	y
DIB9131140	Thursday	Thursday	1	Noun	day of the week	1	y
DIB9131689	look	look	2	Verb	to appear, to seem	1	y
DIB9133857	on	on	12	Preposition	at the date of	1	yp
DIB9137499	place	place	1	Noun	location, position	1	y
DIB9139234	forest	forest	1	Noun	dense collection of trees	1	y
DIB9143566	beside	beside	1	Preposition	next to	1	y
DIB9149426	help	help	5	Verb	transitive: provide assistance to (someone or something)	1	y
DIB9158778	jurisprudence	jurisprudence	1	Noun	the theoretical study of law	1	y
DIB9158916	hug	hug	3	Verb	to embrace	1	y
DIB9160890	Thursday	Thursday	2	Adverb	on Thursday	1	y
DIB9174393	staircase	staircase	1	Noun	stairway	1	y
DIB9181252	suit	suit	1	Noun	set of clothes	1	y
DIB9183366	tune	tune	1	Noun	melody	1	y
DIB9192135	twice	twice	1	Adverb	two times	1	y
DIB9194400	agree	agree	1	Verb	to be in harmony about an opinion; be in unison or concord; be united	1	y
DIB9200782	cruelty	cruelty	1	Noun	indifference to suffering	1	y
DIB9217411	french fries	french fries	1	Noun	deep fried strips of potato	1	y
DIB9220630	fit in	fit in	3	Verb	conform or be suitable	1	y
DIB9224472	athlete	athlete	2	Noun	person who actively participates in physical sports	1	y
DIB9236023	coast	coast	1	Noun	edge of land meeting ocean, sea, gulf, bay	1	y
DIB9240335	aerobics	aerobics	1	Noun	exercise for cardiovascular fitness	1	yp
DIB9241418	renovate	renovate	1	Verb	to renew; to revamp	1	y
DIB9242254	gift	gift	1	Noun	something given to another voluntarily, without charge	1	y
DIB9247123	let	let	1	Verb	allow	1	y
DIB9247715	Switzerland	Switzerland	1	Proper noun	id=Q39	1	y
DIB9250277	psychiatrist	psychiatrist	1	Noun	doctor specializing in psychiatry	1	y
DIB9255675	often	often	1	Adverb	frequently, many times	1	y
DIB9265796	grow up	grow up	1	Verb	to mature and become an adult	1	y
DIB9266254	beautiful	beautiful	1	Adjective	attractive	1	y
DIB9275088	reconstruction	reconstruction	2	Noun	act of restoring	1	y
DIB9277289	right	right/translations	14	Adverb	towards the right side	1	y
DIB9278790	it	it	1	Pronoun	subject — inanimate thing	1	y
DIB9280512	consequence	consequence	1	Noun	that which follows something on which it depends	1	y
DIB9280512	consequence	consequence	2	Noun	result of actions, especially unpleasant	1	y
DIB9294822	bookshop	bookshop	1	Noun	shop that sells books	1	y
DIB9298548	light	light	3	Verb	to illuminate	1	y
DIB9300479	on	on	12	Preposition	at the date of	1	yp
DIB9317149	fiancée	fiancée	1	Noun	woman who is engaged to be married	1	y
DIB9318971	sugar	sugar/translations	1	Noun	sucrose from sugar cane or sugar beet used to sweeten food and drink	1	y
DIB9321078	punctual	punctual	1	Adjective	prompt	1	y
DIB9328230	around	around	1	Preposition	forming a circle or closed curve containing	1	y
DIB9328230	around	around	4	Preposition	following a path	1	y
DIB9333298	sink	sink	5	Noun	basin	1	yp
DIB9335475	pediatrician	pediatrician	1	Noun	physician who specialises in pediatrics	1	y
DIB9335559	bean	bean	2	Noun	seed	1	plural
DIB9336047	reasonable	reasonable	1	Adjective	just; fair; agreeable to reason	1	y
DIB9344358	whom	whom	2	Pronoun	what person or people, object of a preposition (dative)	1	y
DIB9345300	pink	pink	3	Adjective	colored/coloured between red and white	1	y
DIB9348463	cello	cello	1	Noun	musical instrument	1	y
DIB9354092	prepare	prepare	1	Verb	to make ready for a specific future purpose	1	y
DIB9359372	justice	justice	1	Noun	state of being just or fair	1	y
DIB9361703	get	get	2	Verb	to receive	1	y
DIB9366234	participate	participate	1	Verb	to join in, to take part, to involve oneself	1	y
DIB9366359	desk	desk	1	Noun	table for writing and reading	1	y
DIB9366778	strong	strong	1	Adjective	capable of producing great physical force	1	y
DIB9367032	outer space	outer space	1	Noun	region	1	yp
DIB9377238	roommate	roommate	2	Noun	US: with whom one shares an apartment or house	1	y
DIB9378015	south	south	1	Noun	compass point	1	y
DIB9386133	his	his	1	Determiner	attributive: belonging to him	1	y
DIB9388264	beer garden	beer garden	1	Noun	outdoor section of a public house	1	y
DIB9390315	grade	grade	5	Noun	level of pre-collegiate education	1	y
DIB9390850	silverware	silverware	2	Noun	''(US)'' knives, forks and spoons	1	y
DIB9392485	fresh	fresh	6	Adjective	rude or inappropriate	1	y
DIB9399208	direct	direct	6	Verb	to order	1	y
DIB9401506	soccer	soccer	1	Noun	game	1	y
DIB9413582	stay up	stay up	1	Verb	remain awake	1	y
DIB9415866	comedy	comedy	4	Noun	dramatic work that is light and humorous or satirical in tone	1	y
DIB9419075	eyebrow	eyebrow	1	Noun	hair that grows over the bone ridge above the eye socket	1	y
DIB9420482	green	green/translations	1	Adjective	having green as its colour	1	y
DIB9432757	toe	toe	1	Noun	each of the five digits on the end of the foot	1	y
DIB9436151	valid	valid	2	Adjective	acceptable, proper or correct	1	y
DIB9444198	courage	courage	1	Noun	quality of a confident character	1	y
DIB9444471	two hundred	two hundred	1	Numeral	cardinal number 200	1	y
DIB9444929	binder	binder	2	Noun	cover or holder for unbound papers, pages etc.	1	y
DIB9448933	chemistry	chemistry	1	Noun	branch of natural science	1	y
DIB9468962	pain	pain	1	Noun	ache or bodily suffering	1	y
DIB9477834	hundred	hundred	1	Numeral	cardinal number 100	1	y
DIB9485867	orange	orange	2	Noun	fruit	1	y
DIB9488540	spoon	spoon	1	Noun	scooped utensil for eating (or serving)	1	y
DIB9490839	reign	reign	3	Verb	exercise sovereign power	1	y
DIB9501142	this	this	1	Determiner	the (thing) here	1	yp
DIB9503323	newscaster	newscaster	1	Noun	one who delivers the news	1	y
DIB9506006	heavy	heavy	1	Adjective	having great weight	1	y
DIB9518150	interest	interest	2	Noun	great attention and concern from someone	1	y
DIB9519234	stationer's	stationer's	1	Noun	stationery shop	1	y
DIB9523705	fly	fly/translations	6	Verb	to travel through air	1	y
DIB9527269	maternal	maternal	2	Adjective	related through the mother, or her side of the family	1	yp
DIB9532134	seven	seven/translations	1	Numeral	cardinal number 7	1	y
DIB9534428	laptop	laptop	1	Noun	computing: a laptop computer	1	y
DIB9543008	so that	so that	1	Conjunction	in order to	1	y
DIB9568619	apple	apple	1	Noun	fruit of ''Malus domestica''	1	y
DIB9569833	short	short	1	Adjective	having a small distance between ends or edges	1	y
DIB9573435	airport	airport	1	Noun	place designated for airplanes	1	y
DIB9577360	rain	rain	4	Verb	of rain: to fall from the sky	1	y
DIB9581732	our	our	1	Determiner	belonging to us	1	y
DIB9587414	weak	weak	1	Adjective	lacking in force or ability	1	y
DIB9590586	arrange	arrange	3	Verb	music: to adapt an existing composition for presentation	1	y
DIB9596816	salad	salad	1	Noun	food	1	y
DIB9597391	goodbye	goodbye	1	Interjection	farewell	1	y
DIB9602339	contact	contact	2	Noun	an establishment of communication	1	y
DIB9602450	assistance	assistance	1	Noun	aid; help; the act or result of assisting	1	y
DIB9612782	crown	crown	36	Verb	to place a crown on the head of	1	y
DIB9621996	surf	surf	3	Verb	to browse the Internet	1	yp
DIB9643482	nervous	nervous	2	Adjective	apprehensive, anxious	1	y
DIB9647680	back	back	8	Noun	the rear of body	1	y
DIB9648524	vitamin	vitamin	1	Noun	organic compound essential to human health	1	y
DIB9651787	banana	banana	1	Noun	fruit	1	y
DIB9652063	north	north	1	Noun	compass point	1	y
DIB9655607	slippery	slippery	1	Adjective	of a surface	1	y
DIB9659398	smell	smell	4	Verb	to have a particular smell, whether good or bad; if descriptive, followed by "like" or "of"	1	y
DIB9662873	muscle	muscle	1	Noun	contractile tissue	1	y
DIB9667636	towel	towel	1	Noun	cloth used for wiping	1	y
DIB9668714	heat	heat	12	Noun	hot spell	1	y
DIB9672302	still	still	8	Adverb	up to a time, as in the preceding time	1	y
DIB9672788	cold	cold	4	Adjective	unfriendly	1	y
DIB9675016	lunch	lunch	1	Noun	meal around midday	1	y
DIB9679762	election	election	1	Noun	process of choosing a new leader or representatives by popular vote	1	y
DIB9699428	weaken	weaken	1	Verb	to make weaker	1	y
DIB9700499	naturally	naturally	3	Adverb	surely	1	y
DIB9705019	except	except	3	Preposition	introducing a noun or noun phrase forming an exception or qualification	1	y
DIB9705019	except	except	4	Conjunction	Introducing a non-noun complement forming an exception or qualification	1	y
DIB9710472	break	break/translations	2	Verb	transitive: to separate into (to cause to end up in) two or more pieces	1	y
DIB9713796	dream	dream	4	Verb	see imaginary events while sleeping	1	y
DIB9720009	crayon	crayon	1	Noun	colored chalk or wax	1	y
DIB9726875	winner	winner	1	Noun	one who has won or often wins	1	y
DIB9730586	inhaler	inhaler	1	Noun	canister containing medicine	1	y
DIB9735977	visit	visit	1	Verb	to go and meet (someone)	1	y
DIB9745026	break up	break up	3	Verb	to end a relationship	1	y
DIB9745688	mirror	mirror	1	Noun	smooth reflecting surface	1	y
DIB9750162	scan	scan	4	Verb	create an image of something with the use of a scanner	1	y
DIB9750438	carpool	carpool	3	Verb	travel together	1	y
DIB9763376	when	when	8	Conjunction	during the time that	1	y
DIB9763376	when	when	9	Conjunction	at what time; at which time	1	y
DIB9763811	everywhere	everywhere	1	Adverb	at all places	1	y
DIB9767420	brother	brother/translations	1	Noun	male sibling	1	y
DIB9769704	travel	travel	1	Verb	be on a journey	1	y
DIB9771758	sand	sand/translations	1	Noun	finely ground rock	1	y
DIB9773438	beverage	beverage	1	Noun	drink	1	y
DIB9776637	which	which	1	Determiner	(''interrogative'') what, of those mentioned or implied	1	y
DIB9784264	spoil	spoil	3	Verb	to coddle or pamper	1	y
DIB9803127	poster	poster	2	Noun	advertisement	1	y
DIB9806548	tired	tired	1	Adjective	in need of rest or sleep	1	y
DIB9839148	manipulate	manipulate	2	Verb	influence or manage	1	y
DIB9848922	continent	continent	1	Noun	each of main land-masses on earth's surface	1	y
DIB9852197	curious	curious	1	Adjective	tending to ask questions, or to want to explore or investigate	1	y
DIB9853591	explain	explain	1	Verb	to make intelligible	1	y
DIB9863403	Internet	Internet	1	Proper noun	specific internet consisting of the global network of computers	1	y
DIB9866128	theater	theater	1	Noun	place or building	1	y
DIB9870422	wolf	wolf	1	Noun	animal	1	y
DIB9871103	city	city	1	Noun	large settlement	1	y
DIB9872729	me	me/translations	3	Pronoun	indirect object of a verb	1	y
DIB9884690	mountain	mountain	1	Noun	large mass of earth and rock	1	y
DIB9884764	tourist	tourist	1	Noun	someone who travels for pleasure	1	y
DIB9889909	German studies	German studies	1	Noun	academic discipline	1	y
DIB9893052	table	table	1	Noun	item of furniture	1	y
DIB9894636	wet	wet	2	Adjective	of an object: covered with or impregnated with liquid	1	y
DIB9909827	hard	hard	1	Adjective	resistant to pressure	1	y
DIB9913327	wage	wage	1	Noun	money paid to a worker	1	y
DIB9921165	intimidated	intimidated	1	Adjective	subjected to intimidation	1	y
DIB9931396	lack	lack	2	Verb	be without, need, require	1	y
DIB9944100	study	study	1	Verb	to revise/review materials	1	y
DIB9945961	discuss	discuss	1	Verb	to converse or debate concerning a particular topic	1	y
DIB9946380	park	park	2	Noun	ground for recreation	1	y
DIB9948462	see	see	1	Verb	perceive with the eyes	1	y
DIB9951712	painter	painter	1	Noun	artist	1	y
DIB9960506	attack	attack	10	Verb	to apply violent force	1	y
DIB9962187	bowl	bowl	1	Noun	container for food	1	y
DIB9967825	have to	have to	1	Verb	obligation	1	y
DIB9968516	pork	pork	1	Noun	meat of a pig	1	y
DIB9982765	herself	herself	1	Pronoun	(reflexive object) her	1	yp
DIB9983215	you	you/translations	1	Pronoun	object pronoun: the group being addressed	1	yp
DIB9984234	get to know	get to know	1	Verb	to become acquainted with someone	1	y
DIB9986530	November	November	1	Proper noun	eleventh month of the Gregorian calendar	1	y
DIB9987558	midnight	midnight	2	Noun	12 o'clock at night exactly	1	y
DIB9989781	hatred	hatred	1	Noun	strong aversion	1	y
DIB9992581	alcohol	alcohol	2	Noun	intoxicating beverage	1	y
DIB9993251	eight	eight	1	Numeral	cardinal number 8	1	y
DIB9998032	cold	cold	7	Noun	illness	1	y
